,0,1,2,3,4,5,6,7,8,9
MTRNR2L2,0.8495980025282487,-0.31807455438559334,0.2705701556655197,0.8726976404324448,-0.12688485473818015,0.09955995129602586,-0.16158051791623632,0.7340638268207714,-0.8090663537181855,0.006220828896584797
MTRNR2L8,0.7554992880989745,-0.3002468005126222,0.1809801964484305,0.8308774898310646,-0.20908513921106808,0.17454998123062274,-0.10393915858636148,0.7381936947305405,-0.813287335922726,-0.08009125847160785
B2M,-0.7997107339684735,0.32800039194849384,0.19935876973895822,0.11682605181858279,0.5518698970527371,0.6689072568262033,-0.7399663547250478,0.5097244417609451,-0.24158978913353224,0.6560165314954665
RPL41,0.002055335445211106,-0.997933655012514,-0.35322977203045575,0.22793241146375362,0.6591655483035859,-1.1793742837324024,-0.35050702668172073,-0.22869206784090457,0.9153333667919473,-0.20366166580936476
MTRNR2L1,0.9152586404179721,-0.33380883440073356,0.26133174838990647,0.9009922645741117,-0.21042479516029142,0.055771810197731184,-0.26422864410578184,0.6136858632967158,-0.8727155007853281,-0.07252243395847899
RPLP1,-0.2692465675016989,-0.96706716965961,-0.2933209862604123,0.08721338656386116,0.46212249819339585,-0.6864152906496694,-0.4884518553711718,-0.09850686996607307,1.0278569676275617,-0.3069000450471267
RPS27,-0.034546068973746555,-0.9465668544680026,-0.6162985909832964,-0.061781486982746374,0.48567758663624644,-0.8119334060749082,0.1187254639513916,0.22956181662666694,0.8913061074737082,-0.08132921129581142
EEF1A1,-0.5022641788085465,-0.41892930096845105,-0.5722609553766657,0.6277099456747878,0.7771536044349929,-0.49507613748751733,-0.511513191945341,0.7119160028491377,1.0297916996509275,0.23713826735104923
RPS18,-0.08084244494751132,-0.9533599763334067,-0.6051204552484833,-0.05733247078491642,0.17064468391820822,-1.0645084963637126,-0.04420392965565395,-0.2668976934990122,0.7136599604328211,-0.413087005985362
ACTB,0.2182448974663397,-0.34428740480648046,0.14934508606884453,-1.046838079951293,-0.07869061132924675,0.49815133926843375,-0.08376646546914436,-0.038203559092083894,0.1667270571352923,1.036527438229334
RPL3,-0.31660689430669126,-0.7910113192207159,-0.4275674777964423,0.5503376027103641,0.5263290794965017,-0.7913760276247532,-0.22274867128645165,0.5169863775494085,0.8334949880426595,-0.28374879537675873
RPL19,-0.2539135998104761,-0.6993775865924954,-0.39012191525806583,0.4261933455430568,0.5635510600613719,-0.7928676674496454,-0.7372399639384509,-0.3779228932379109,0.8527816914666753,-0.5019418623141155
RPS3A,-0.18356086326175433,-1.0369728493215797,-0.60591763615734,-0.022933808630845584,0.49027664237273755,-0.740934491168528,-0.24460782047245527,0.25360980839077707,0.8700137500605464,-0.156623681076154
RPS14,-0.4288248031307315,-0.9416124550899129,-0.7620367648743631,0.15525604010273647,0.532383346848404,-0.7380307089197705,-0.6445561908096916,-0.38858715392545445,0.8114342719699693,-0.559789489196712
RPS12,0.07416822346493131,-0.7076127424850504,-0.09506869832293344,0.3071991009907221,0.766035335440317,-1.0761560637538654,-0.6403495033519898,-0.1645483714243139,0.836333138243072,-0.10536661374854722
RPS4X,-0.19181148673520373,-1.0501536199423205,-0.8069106020771944,0.19929918162216856,0.3063435751398043,-0.9628112301162066,-0.3033815693221383,-0.015954940714882702,0.4612215094023943,-0.25685414946754054
RPS6,-0.3088018157836055,-0.6548086203819734,-0.8948656298310992,0.001928985120545314,0.44519160229402854,-0.9438119218998476,-0.02176386201436426,0.1375622434960144,0.9130321661604032,0.19502119082722988
RPL7,-0.36072209511867326,-0.5063722407165439,-0.8535527966209319,0.17598924511961556,0.17738557493390333,-0.7202546567298151,-0.18707458378399444,-0.04864711682184569,0.935063942277725,-0.3991001557591239
TPT1,0.2991849881499851,-0.7104378390017776,-0.6989008357966124,0.28739021263910486,0.3217427484380848,-0.9022810183654252,-0.6357722757835687,-0.26044937917684413,0.11852143798580177,0.14433933016615447
RPL9,-0.23321935572323751,-0.7856324502152787,-0.7103859206656142,0.31919418306608094,0.47079618250802746,-0.8068014824027921,-0.5374587553073052,-0.0034776707572501007,0.7505260739437767,-0.15162888984510678
RPL18A,-0.1729286789696493,-0.8654311946707565,-1.0092459132441836,-0.5413063793244997,0.07157922110571727,-1.020465998704657,0.3472078676692579,-0.1541807670045043,0.7383790149262266,0.17983788912524423
RPS8,0.25578023414980927,-0.9120114688053634,-0.3376813641052882,0.11223011861409901,0.3076204313433923,-1.2582153290940998,-0.0661206937380447,-0.22107168663675547,0.5755091850755277,-0.07345437937790719
HLA-B,0.3249422891992534,-0.26673891977256825,1.219623992802997,-0.0691370564678179,0.4887611916197044,0.4834504030356691,-0.5444791555950655,0.4687503746427453,-0.4913883832724239,0.5550156259123799
RPL17,0.06885317908693364,-1.0448644306804609,-0.20563568307272864,0.08791514022074837,0.5624904721931338,-1.1398150536059823,-0.21527844631885357,-0.032443878675645466,0.6476336155545626,-0.19705005839077472
RPS25,0.17850515557553065,-0.7702839926927832,-0.844036969595612,-0.16500372981234837,0.2629772704971198,-0.977855419548532,-0.4101513144565219,-0.4510243712015339,0.6258173160631788,-0.2061656411203501
MTRNR2L10,0.6549409510414032,-0.2883050758820398,0.18286914114652061,0.8575133758516406,-0.2602858732918627,0.30612222732300337,-0.19715116338733707,0.8721714729172148,-0.9592423003029118,-0.06517100429942702
RPL11,0.040349732268165045,-0.9656652525175135,-0.39222500711303987,0.0006357327409382196,0.38803926640830366,-1.1526970614766336,-0.025085618939560995,0.03434123331965224,0.7761770405572285,-0.04701565354093468
RPS15A,0.34738875707577227,-0.8413353352320564,-0.31396820464964437,-0.10907291745716177,0.4267926332673002,-0.9260539145386814,-0.23320194557242366,0.04587958367930674,1.034595319548969,-0.05140236772484664
RPLP2,0.059569928110036974,-0.8961476376444352,-0.5661766225935576,-0.05702244395199592,0.47807183281495236,-0.9096292100950923,-0.4449335801744381,-0.22090977209575666,0.8129243914991626,-0.13294554489324012
RPS28,0.17227892699817499,-0.7620632676483913,-0.6925423848809231,-0.06260097670380642,0.09626170006568549,-1.1139365500384704,-0.13782109381454008,-0.42644508453541075,0.5600331229121643,0.025715011785080243
RPS15,-0.0035596022115961558,-0.9012102370609677,-0.5049639348642567,-0.3423174435068151,0.12364117116716779,-1.0664310322122152,0.13979026461799457,-0.49210083693386464,0.653391299954917,-0.04580776186650383
RPL5,-0.16987325526205313,-1.0683021934369694,-0.32178315192831614,-0.003742276749266982,0.28447162581373825,-0.6214037641659828,0.09588700365492792,0.7510315946842081,0.3316733238183838,-0.02371150291813181
RPS13,-0.3654679753403712,-0.7760397255689552,-0.48355700336029717,0.2647717823252887,0.3810929032239136,-0.7712246249838075,-0.4225063187043944,-0.3876901328193499,0.5052730377897846,-0.446009502762325
RPL23A,-0.23556643731404334,-0.8401031980366827,-0.44149143969805865,0.30138832581756675,0.6586182196972175,-0.4520743055782262,-0.9095671397474204,-0.40738571332893136,1.0519080138535375,-0.6449013020450124
RPS11,0.1041941042805605,-0.7715058809887307,-0.518852722733987,-0.4072191866692806,0.3125441785900225,-1.3017380172946602,0.14191653208656138,-0.26053958248862236,0.6235525550415364,0.38197524909254293
RPL4,-0.4092026355217208,-0.8576878850809334,-0.8276659006078327,0.30642764532498845,0.20175177321840904,-0.5956025368523499,-0.20542788926849298,0.19740467432322525,0.7372100288536712,-0.1740153358562818
RPL31,0.12593900088413856,-0.8086635593542214,-0.3341748967653903,0.24478389087417307,0.38047895964560535,-0.9149976761376499,-0.2096635566220126,-0.27448620363024034,0.8290957959313494,-0.22132686878929114
RPL13AP5,0.27397143514229955,-0.7303007064754972,-0.4401527832827473,-0.1738749414758764,0.25473511321949854,-0.9729061914644084,0.12262409499738597,-0.052702651177815495,0.49827345844189674,0.18310756348248505
MALAT1,0.057431629152173896,0.4057418644476897,-0.7041692916394406,0.6253123176683298,0.252631190165577,0.4504591190979399,-0.24231458850165932,0.6265982388876821,-0.35464244697328434,0.07850404808820924
GAPDH,-0.6960577996518046,-0.30407980955057395,-0.0488321386571836,-0.024805997336770476,-0.5597822835679866,0.4152098476818828,0.10950087492725316,0.03387213571238938,0.2093183516245755,-0.06227236910137073
HLA-A,0.3920341013714356,-0.31792936149351186,0.8659300287830966,-0.039181121366221705,0.1892066655849981,0.8034917856382269,-0.5481630902746374,0.3670579285925467,-0.6223449179405878,0.4959713177493577
RPS3,0.2165992108303328,-0.6260404821223027,-0.21970210377586719,0.2853355142582702,0.6971940550542451,-1.0269063770526476,0.10071989847983151,0.11932902955350914,1.22523814506316,0.15167684359391936
RPL30,0.23160888476802963,-1.0368182823214278,-0.15307902460313147,0.07804328272416637,0.4842842484140339,-0.8504142993678098,-0.39165686724137544,-0.07865826047902276,0.5373636242960719,-0.19746000962655627
RPL26,0.0739445599267899,-0.8373581296517988,-0.6691526275051864,-0.0927476989063418,0.28186993659682436,-1.0761701563295354,-0.2532990100524564,-0.37082498852958506,0.6262746623354751,-0.029085859440200607
ACTG1,-0.31750595621223904,-0.3664589329710318,0.4519972872553276,0.19922008620877027,-0.026095812055813385,0.21760763489663668,0.23086489817551473,0.5023838770793747,0.5690507978148257,0.3429124679908691
GNB2L1,-0.3345440321925415,-0.8099530940805916,-0.7052733441743906,0.06383648404301963,0.18367876581747689,-0.8508235766681861,-0.22042966434906358,-0.10249802925223726,0.45669692898229935,-0.07982249731592327
RPS16,0.3407093424080747,-1.057555159118799,-0.16582893649788347,-0.20442837118462262,0.33901850685075774,-1.1414204246235655,0.0335289357579067,-0.24612414543058903,0.6294156027809044,0.08609221982245059
HLA-C,0.2524165962857552,-0.3682896890441347,1.100609517056305,-0.10433147960055628,0.41919030486929815,0.5694168647321464,-0.6122846010572172,0.3909516115517831,-0.598408084447071,0.4693979663221032
RPL8,-0.20039778762718727,-0.7794545858970493,-0.49253551967535575,0.0014222183435664481,0.14748015925336222,-0.8465203172014003,0.13544329517437892,0.01882075515389539,0.6282033220052338,-0.11764562895030195
RPL10A,-0.03403503491344699,-0.7721492171671267,-0.31669734369408387,0.18323418323204635,0.3176759694166193,-0.9159987852439441,-0.28893396840074864,-0.1425982675621626,0.6755178786229432,-0.1055909925631578
RPL10,0.11890245568156994,-1.09209579274707,-0.8654663281033067,-0.6008625258953809,0.13528805356771526,-0.9299115365096735,-0.1509748586322786,-0.09202378923339556,0.581564711604323,0.08459242164799896
RPL37A,0.13938756317127632,-0.7354744392796307,-0.21299558046702263,0.3251183842990642,0.146657402994785,-1.0913552870622716,0.01553640596210541,-0.3850401122759587,0.5472638384994234,-0.3055513868949004
RPS27A,0.1723810362924893,-0.8398874720493803,-0.5298074503427279,0.14087764804834457,0.4603797807302073,-0.9464566425048335,-0.41179082382945137,0.017701574432829496,0.8453873867318671,-0.14827716835942703
RPS5,0.16992668121411064,-0.8366375455421954,-0.2863898672774609,-0.14224983888243056,0.21390295094603526,-1.0577164456028971,-0.10878861522869483,-0.3760298759327364,0.611506271719707,0.13096492653230069
RPL12,-0.2741933453449738,-0.7660613078704258,0.01647545710025948,0.1795665953046764,0.601744163565062,-0.8425004193025505,-0.24164682256431086,0.16730272048452052,0.8787021818875036,0.027944370906834215
TMSB10,0.0887510324654094,-0.06824420106756827,0.41924971121638005,0.09354321079068914,-0.040964916017706084,-0.09017989908609651,-0.6568593328379111,-0.98383638955157,-0.02691068029145045,0.46034918051982393
RPL6,-0.2605735678440977,-0.6021810778666598,-0.684712005936861,-0.06842481804410258,0.18897921270738957,-0.6237834290377147,-0.18840850677236187,0.26609799106697274,1.0025662374596995,-0.012630103154040126
RPL29,-0.05590305796395272,-0.8598139576168738,-0.25167012828356067,0.1132910255964502,0.282052282970283,-1.061978661926367,0.08329397926107399,-0.15359147984931876,0.6173558490087726,-0.02032880073655986
