,0,1,2,3,4,5,6,7,8,9
TMSB4X,0.4425108360429165,0.17661598982382698,0.01952593564674849,-0.7825038822755369,0.3030139621087261,0.07650599275031773,-0.3748595067079445,-0.29748426519464605,0.08261041672976235,1.0245707520383383
FTL,-0.3794016917316791,-0.3432561382619311,0.610132799765982,0.062316238797962505,-0.0013713564757638422,-0.6314794939263687,0.5518136493518346,-0.11677181771928363,-0.5703975614020056,0.612453856155001
RPL39,0.01881185232769765,-0.9964168066388164,-0.5231753679352455,0.07198605377596984,0.2581536846749476,-0.8553260554881855,-0.14150227225719764,-0.24838821085258758,0.6104230450497796,-0.22003253898881728
FTH1,-0.5525557915414546,-0.05572634789448893,0.6127262113787328,0.6342288540392432,-0.009076824099524417,-0.11570379977036566,0.03422057993632017,-0.2917094990108996,-0.5140265082467301,0.2074137508656611
RPLP0,-0.2098379474007701,-0.6918143806436695,-0.4279904095880254,-0.12822142168187695,0.11014706641876282,-0.8828393340489137,0.07189072831600374,-0.13038626427549274,0.7976364004833173,0.1752415922691035
RPSA,0.4002931388853572,-0.9221609400056311,0.003409986647682335,-0.12394932725578474,0.2722937787150412,-0.6193652657262056,-0.2908602226252251,-0.10544699601589795,0.809529789251179,-0.008945874071127782
RPL23,-0.07486732352255428,-0.4126452893689281,-0.31926938069509847,0.44107408865834313,0.45483935175352846,-1.0542244933901987,-0.57853539491958,-0.6070829203129438,0.7708025689953533,-0.2427556242526317
EEF1G,-0.47646699958126615,-0.6013701416562255,-0.8539700049539065,0.27905598540966847,0.17148135498480344,-0.6532494144067706,-0.062155505609506834,0.30510156406227223,0.6078945949492971,-0.015260482691478791
RPS19,0.08873208757838633,-0.8731651894675105,-0.3198268833114608,-0.5696128817824275,0.2619661394655356,-0.8947231183430062,0.41668923501492716,0.1268267205311203,0.7651574583652903,0.34974450269146573
RPL7A,0.0880528559438423,-0.9333375191492442,-0.1313164741051067,0.24813053471589264,0.43999607235513694,-0.8175945765189234,-0.3176675445255862,0.3987231183869582,0.6407025633171528,0.029803337687867977
RPL27,-0.024887421358787958,-0.607187522046798,-0.05877377200698175,0.2647467287769496,0.3683782608609173,-0.907781776020456,-0.329066124677246,-0.5293817496561413,0.7839106538233501,-0.36442396049206893
RPL15,-0.4696029531052989,-0.9672808285232916,-0.6946816003147475,-0.06019236433031222,0.2611338576753852,-0.4991515779055489,-0.24525967646400082,0.1189964435815085,0.5342661640358272,-0.30619280406810695
MTRNR2L6,0.6296390480930267,-0.35476345539402815,0.19552683157974782,0.8629368322813133,-0.29121074670216135,0.2979868332001036,-0.27289328434770105,0.7312144286144955,-0.9675746340158724,-0.014320631818917929
RPS20,0.5623555006208069,-0.6959752445234737,-0.08545475751205486,0.17515586201122088,0.6375587360105351,-0.9680795289402032,-0.5831418095978176,-0.7243900982838593,0.8640654558266331,-0.11610581629183471
UGDH-AS1,0.8504663992931132,0.5477087080418701,-0.18321365477666646,0.14084082697321462,0.8347741984133115,-0.149931912651342,0.46643916782635453,-0.22527492915629976,0.14268536192974474,-0.4706962555699062
RPS10,-0.015249025565264002,-1.0162523867730962,-0.2637006059187787,0.0351922028511869,0.3042695183182784,-0.8004050686921018,-0.13806640068751883,-0.13201912385907633,0.5452839028050328,-0.12505048249774864
RPS24,-0.09547145874040011,-0.6643636082463208,-0.010085835311570382,-0.19395176395903574,0.5159258513801428,-1.2092839135784013,0.18614349650889456,0.12354987718193691,0.8743252791637384,0.4192016184313403
RPS29,-0.046579183227826754,-0.8120645509201478,-0.08007848985264948,0.17260544485011337,0.5592582348651346,-0.5767474405836444,-0.1513969721328535,0.009976861633487304,0.6134302458228973,0.22555398359128864
PTMA,-0.08295176185119173,-0.03665225945823809,0.24449882006520696,-0.4161433931132106,0.06005321187540395,0.057240092355393866,-0.2501975647841648,-0.15544345675084978,0.9548876222517246,0.4802352788779366
RPL35A,0.12813875401582595,-0.9131712621333038,-0.38003514993241616,0.21930210909323475,0.25555513941228186,-0.7767985809714111,-0.4148183944189121,-0.38407127622125337,0.4602562647582942,-0.4446864639795063
RPS9,0.06650853516101696,-0.7955481624749279,-0.3322842810112145,-0.11569852294820258,0.32960768071032953,-0.8494050141805564,-0.0723907810832529,-0.027720656332189664,0.5613472804725727,0.29077831092538814
RPS2,-0.23821673150474285,-0.6755812310913007,-0.33825115412792367,-0.1339855978183643,-0.06895148641765618,-0.10603868757144387,-0.061895740663756964,0.3229008653150161,0.6318193788771204,-0.0009230280681970585
FAU,-0.21079279470655674,-0.8819316588039141,-0.2572811694927353,0.08721643248242984,0.3708967428901772,-0.3539269695475186,-0.7015243587194979,-0.48363777830653665,0.4690010649724417,-0.1008084646599219
UBC,-0.2343938408026981,0.27053998023483544,0.049128102048219095,0.3017685828632078,-0.12360117139534893,0.9889028184396422,-0.7778840540392823,-0.1337845935104376,-0.04206248734578487,0.15491107283882186
EIF1,0.007309135543474398,0.15850624288320245,0.21887127877195545,0.6133333588699335,0.3899382301913413,-0.0003885920447989973,-0.8057197335519025,-0.46540907238040624,0.42005865368555423,-0.17224804725554485
HLA-E,-0.016050789263112132,0.004413331621053755,0.06545954867108274,-0.030136854859206752,0.32162933049863884,0.6430493130635511,-0.8151120183542325,0.05279565112834793,-0.30073283925823474,0.5081883962523206
RPL38,-0.06593065282986768,-0.6565461591920545,0.03790532474869267,0.5097667164982412,0.41350894529786447,-0.9013406006066951,-0.21866374685526824,-0.40205639884168576,0.5082551731953774,-0.3068986311135214
RPS17,0.05491111736611916,-0.8067953822315812,-0.19762068401681335,0.1618589881044653,0.3612820288732537,-0.9557128887628085,-0.2522644572595335,-0.38572057303492924,0.694140551084343,-0.2499057811586547
RPS17L,0.08204446679670835,-0.8160023145728462,-0.19113703892915368,0.1975762860413522,0.3568077893115523,-0.9837222951638135,-0.2909173611265318,-0.4158853520965444,0.7210817092173359,-0.23149685281072058
RPS7,0.08940317130425732,-0.7199415995808349,-0.30144273524674353,-0.006399637126384459,0.2591878319101647,-0.9585399824747592,0.031855586285486605,-0.1409985100674539,0.883171976965801,0.030674515166617067
RPL34,-0.2701344143804283,-0.8758391661947047,-0.39490827545586354,0.294021600814489,0.6430016391295144,-0.7710829661140401,-0.32820819408215307,-0.24109308257450052,0.5846513039807378,-0.436991792729837
RPL13A,-0.06536903045085322,-0.800283900561765,-0.4648450939980839,-0.0237509977470617,0.34829079684770753,-0.595400023989929,-0.0844527470796825,0.1550155416369067,0.6339118961581214,0.208433291843592
RPL14,0.20742617336869565,-0.9068330784287404,-0.1922429439470464,0.10522710023901667,0.2609736831019729,-0.8013027666471685,-0.17276164981500725,-0.11866728680386368,0.7955297485933467,-0.24760252294135357
NACA,-0.26425757102290165,-0.73117254893964,-0.30004674247439345,0.25663355884193245,0.19248336891888485,-0.47683123194565447,-0.49389854169379627,-0.23573607646060124,0.41838576855322834,-0.1415303362118324
RPL36,-0.03742782788378663,-0.7971208850272977,-0.48323708457450865,-0.15047034513855198,0.07991122430782746,-0.8145199805972284,0.12275341658848236,-0.257855335544757,0.5331002960322996,-0.05256074072737994
RPL18,0.062073903328628846,-0.8978650072649327,-0.2861790750614351,-0.25231899925745177,0.16271969286198196,-0.7105403085442339,0.11220868300623228,0.20484684065775555,0.5055151870922385,0.2760162536223571
RPL13,-0.16059775061899997,-1.0251904647844072,-0.734442564605345,0.09912458394951906,0.5599920479959273,-1.011186469787906,-0.19605090759480148,0.359791519565401,0.7906860216088358,0.021169262900258588
RPL28,0.4180712418135941,-0.9151124014558788,-0.007446140278899792,-0.32662409876121146,0.4443721736088697,-1.263219728236537,-0.07126524230385188,-0.3013977090579777,0.6136413449851111,0.37494000706863506
HSPA8,-0.36951088502065554,-0.17482925812693242,0.10591395684926119,0.11894316936130286,-0.21518449019675312,0.5399213473762641,0.051154863463688825,0.3222798117452509,0.4615366366953802,0.11148584288990826
RPL35,-0.15649959545611197,-0.7355094726587559,0.15424157736062616,0.15956187260807714,0.1719321693540769,-0.5303676458064717,-0.08645229224358361,-0.01610361979543704,0.5277654483505229,0.12266001841305713
DDX5,0.03231343557783912,0.39445969699074745,0.03466940763250435,0.4184269874826374,0.20620583512685964,0.6696644240001046,-0.5869433710622697,0.23573970238105,0.310567094149902,0.15059887263663635
UBB,-0.31060303260049,-0.1183915407110444,0.33139030845006606,-0.06050190260323011,-0.1817032415002751,0.517548888524814,0.015622482005587902,0.13334986637129428,0.35749914313400016,0.1530994742261948
CFL1,-0.30421546508682284,-0.38127976316378276,0.6136758477288563,-0.5202047917184616,0.09059682823317237,0.42040709094092016,-0.3306900426615034,-0.230776405153489,0.4286376213570819,0.6965342097862018
RPL32,0.005729767899361585,-1.0549344262897256,-0.5185714064959758,0.05795303040680856,0.38375482938828875,-0.9461328424069058,-0.22414416756143446,-0.24435181108740417,0.6530192997504115,-0.2931980122311408
RPL24,-0.0036128538598604377,-0.6885002323633187,-0.24724250193777736,0.34047601835245894,0.25359627565172094,-0.5748745271587753,-0.4255169564021778,-0.26226735200481294,0.5179109338470794,-0.344771862229634
OAZ1,-0.34026929348940343,-0.3827272484143936,-0.15409302133269343,-0.3994227866419112,-0.23508056453324966,0.30009429950705224,-0.3937704278705719,-0.39674604471362407,-0.10678905058157519,0.4952053742442851
NPM1,-0.37472581708921754,-0.517215484165069,-0.121675167698129,0.18884587534979136,0.060121374851703234,-0.13923531022246347,-0.031765202902134186,-0.04199275990563615,0.7235981665091286,-0.40655585038902237
PPIA,-0.24857865043071253,-0.3629393245743382,0.21485851548518697,-0.5421258141443285,-0.3404615631175518,-0.16950119887930515,0.14197681612304436,-0.5659722620635036,0.48755123329942174,0.03906971809409496
RPS21,0.19445974492081103,-0.6630790215458233,-0.2543879051964113,0.09525101946732958,0.15250969001044934,-0.8066535699289907,-0.3136981060973354,-0.529610096337487,0.6197506562993153,-0.2050803290246374
YWHAZ,0.30645909616422995,-0.4197478199304791,0.4887537988668524,0.2523273059585634,0.025751332336970408,0.3795200205002857,0.20161524340928988,0.9824765795968957,0.2858191631941418,0.6039102827602777
PFN1,-0.20927177887644655,-0.5534936334609925,0.027621050009183343,-0.8362691317295244,0.02414455364035047,0.1718850084756215,0.12906415734638416,0.13506041427580331,0.3632069674109256,0.9093120131707715
MYL6,-0.16138693245354638,0.01908510042573897,0.34135692941208784,-0.3552893627249644,-0.1849737087677535,0.307849633098561,-0.22640089348390133,-0.4435141685351041,0.17891400174764752,0.7383341085018488
EEF1B2,-0.12205093729545467,-0.6779566195031076,-0.2553918009306989,0.10782953602826521,0.2566277754289531,-0.5743655590787745,-0.16244062941135345,-0.17075377237350667,0.6685724044246378,0.052056566854863005
H3F3B,-0.46614212610411837,0.25567530607477235,0.14818394381897865,0.08102940473801658,-0.06202441219049735,0.6539535331937958,-0.6400749505239307,-0.32311635219228324,0.34879575188767475,-0.06937986009427889
PABPC1,-0.06578649486978876,-0.8572921428368757,-0.23721276919374706,-0.05175752852201869,0.30005860577329185,-0.9851877023453438,0.2485873660451525,0.28448799878924824,0.4360525525984951,0.49606725744562313
RPL21P28,0.06847013679893069,-0.026993869875905747,-0.033323872214793486,-0.12879156439039177,-0.025762137038138955,-0.11539797218939495,-0.08764669689811681,0.015586632151084356,-0.09829162373405767,0.00042449154387884413
RPS26,-0.4632941212592858,-0.686841632253938,0.5628898994499605,0.1707280680143392,0.17006768630280922,0.046671285453057786,-0.2848627367519728,-0.12358309395318735,-0.18456396597994432,0.044872466636018835
VIM,0.009332585820017633,-0.0747356918597675,0.3052010669872797,0.47522279588337196,-0.22592815245587433,-0.4587210803003444,0.0561966398207943,-0.4689774819226294,-0.09712488851635406,-0.036665471433673075
HNRNPA1,-0.4665818131900255,-0.3841756446738984,-0.46077299720096954,-0.03342515139172583,0.16252448700561115,0.01097308032979197,-0.028377989420756086,0.0490963483856291,0.8789085505860375,0.18741687681641078
ALDOA,-0.3801055824214517,-0.3334581888702497,0.3077246208552226,0.1797629975804838,-0.3628456563733269,0.3662943753149169,0.12076439584594947,0.06328422905883416,0.06783550998820424,-0.08731209736284562
EEF1D,0.1932589249306366,-0.5756157998233471,-0.28991400000010614,0.11819475225349173,0.1942180504271308,-0.2865230135596705,-0.16976876463131288,0.03801482626951524,0.5250958883837877,0.060104764366694804
EEF2,0.04833241798642539,-0.6646905145848199,-0.8655387711034399,0.14863170861324204,-0.09022048230625423,-0.8758262459947539,0.04001128904901438,-0.15282812306271548,0.5265457192625166,0.26451673041984264
RPL36A,-0.2130094540329247,-0.8276694158905322,-0.27841861466156104,0.22215577883531154,0.46754096004412327,-0.8660942377076025,0.035484211654766194,-0.12525206156425728,0.6121906651731596,-0.3228970041999639
COX4I1,-0.1210240584769723,-0.6182153426212367,0.18838845907950466,0.14027843646406812,0.08460067717692955,-0.21481801313591306,-0.31702891800695154,-0.15823984543283628,0.16932101551786682,0.06215502403036636
ASTN2,0.7498436543284097,0.499558963935732,-0.2556700213027848,0.11943662801893723,0.7817742844972851,-0.00409243381129607,0.4777779149419189,-0.19663870971469485,0.006523003913111242,-0.49303370533078217
ARPC2,-0.020767314911787807,-0.36514991206340724,0.027944279322450638,-0.6711181054460903,-0.2808837889647594,0.29052343347070225,-0.12646878046545507,-0.03980836793730737,0.19533583181676012,0.6899270641780403
PFDN5,-0.311741568279306,-0.3954915516990944,-0.24076426675847354,0.3153436929977322,0.10374542276961128,-0.2138637110290737,-0.3986870652638472,-0.2109193277916014,0.14455639203751633,0.01612651502543349
CD74,-0.13658586594630392,-0.32866622049100214,0.04150925321703933,-0.467803385685957,0.4429366803748995,0.17780421470687716,-0.5269476056623309,-0.041491886108869766,-0.5968893263664328,0.9311718016969249
CCL5,-0.08279260562337437,-0.031083181822915668,-0.033476847950073677,-0.263365891113224,0.6137533635584396,0.7931125659349344,0.019690841867696568,0.32780211789468905,0.11275968679953399,0.038014967560798626
HSP90AB1,-0.7337092877444814,0.06561098985831816,-0.02469429001231406,0.44757655272319835,-0.2216243303043287,0.1899791255502992,0.08963919531598956,-0.08866417912183039,0.181293046439413,-0.35048850589080977
RPS23,-0.020159055610328044,-0.9023474364266214,-0.6161726327472572,0.34307963655216694,0.3804045711312659,-1.0126823567447976,-0.3419490795348855,-0.18761492110523145,0.49973811413172803,-0.20135628527896893
TAPBP,0.052991744689450344,-0.048636523522244325,0.0006099088209656335,-0.047961127673101595,0.269646982208517,0.7684840120136274,-0.46996564695841314,-0.1142965509722365,-0.6127809750555763,0.05728174358994687
SH3BGRL3,0.2207135558144691,-0.27230441556527285,-0.02005938584924545,-0.32457374366788566,-0.22598261139672757,0.5568871521930399,-0.38875318949793686,-0.1791114113135413,-0.16399618133530286,0.8581070200786042
MIF,-0.35379684451424825,-0.31693190571207813,0.4533236122898458,0.3066686929814681,-0.25963634423940557,0.18414378841866358,0.09090980584863985,-0.214287580609948,0.16398558243858793,-0.27292911421754046
BTF3,-0.3541379629291698,-0.6161387734687658,-0.3305284630559718,0.2003184873767372,-0.02731195758966838,-0.1828537016042564,-0.3515305873360708,-0.008874311599487922,0.389620037187183,-0.17079377517298736
MYL12A,0.3057348655909795,-0.32294854372764,0.3191874227681096,-0.10733663188220438,0.09593278284203503,-0.048358030681632545,-0.487067147356344,-0.3996657354723733,0.2072926234240944,0.4836422645012645
HSP90AA1,-0.7341604950522373,0.325865540600667,0.6313178874713712,0.4954822064812234,-0.07538739760124667,0.6980966856743959,0.16749414951013217,0.5179837731964084,0.31976329207199344,-0.10651123639773734
SLC25A6,-0.2692787179460007,-0.6342825131512124,-0.143604749267257,0.3178649339417692,-0.012148753401083047,-0.4233594814440868,-0.034480218468903034,-0.04763800070601891,0.27339329463230577,0.13657321681658358
HNRNPH1,-0.2404959201662039,0.19048580493706055,-0.5598809355421663,-0.5906148220077226,-0.09155998641232546,-0.19939932532383656,0.1841838205182153,-0.6156347493279176,0.7067832315376462,0.2115032335747284
TMEM66,0.08793225390486947,-0.4880876740927238,-0.43882074495790635,0.17679038179813011,-0.14825973127910747,0.6594100598120132,-0.6508755169310397,0.07684784872506831,-0.27551002049591045,0.036159576542884986
